"","Dimension","L","Stepsize","ESS","ESS.L","AR"
"851",10,11,0.227272727272727,5140.29306088328,467.299369171207,0.9647
"852",10,12,0.208333333333333,4925.85519945686,410.487933288071,0.9715
"853",10,13,0.192307692307692,5259.98808359598,404.614467968921,0.9739
"854",10,14,0.178571428571429,4771.6491705557,340.832083611121,0.9791
"855",10,15,0.166666666666667,5173.59644895984,344.906429930656,0.9806
"856",10,16,0.15625,5168.23731824496,323.01483239031,0.9806
"857",10,17,0.147058823529412,5234.40204554363,307.906002679037,0.9829
"858",10,18,0.138888888888889,4724.88709230802,262.493727350446,0.9874
"859",10,19,0.131578947368421,5347.68614437999,281.457165493684,0.9885
"860",10,20,0.125,4885.32872089549,244.266436044774,0.9904
"861",50,1,2.5,0,0,0
"862",50,2,1.25,0,0,0
"863",50,3,0.833333333333333,16.5337350882775,5.51124502942585,0.0074
"864",50,4,0.625,463.654789077145,115.913697269286,0.222
"865",50,5,0.5,1754.32973712431,350.865947424862,0.5041
"866",50,6,0.416666666666667,2459.79262781157,409.965437968596,0.6797
"867",50,7,0.357142857142857,3096.3002231504,442.3286033072,0.7725
"868",50,8,0.3125,3541.61481045111,442.701851306389,0.8325
"869",50,9,0.277777777777778,3881.79140456193,431.310156062437,0.8698
"870",50,10,0.25,4232.16416702641,423.216416702641,0.8986
"871",50,11,0.227272727272727,3843.26780659053,349.387982417321,0.9151
"872",50,12,0.208333333333333,4450.84058150103,370.903381791752,0.9279
"873",50,13,0.192307692307692,4028.32551816502,309.871193705002,0.9443
"874",50,14,0.178571428571429,4826.28750037653,344.734821455466,0.9493
"875",50,15,0.166666666666667,4816.88396608618,321.125597739079,0.9541
"876",50,16,0.15625,4766.88613397773,297.930383373608,0.9583
"877",50,17,0.147058823529412,4764.35101693152,280.255942172443,0.9638
"878",50,18,0.138888888888889,4746.87356139169,263.715197855094,0.9688
"879",50,19,0.131578947368421,4787.76722780447,251.987748831814,0.9724
"880",50,20,0.125,4430.38341084177,221.519170542089,0.9749
"881",100,1,2.5,0,0,0
"882",100,2,1.25,0,0,0
"883",100,3,0.833333333333333,2.22881692758879,0.742938975862929,1e-04
"884",100,4,0.625,112.084313630127,28.0210784075318,0.0806
"885",100,5,0.5,740.355299861091,148.071059972218,0.3508
"886",100,6,0.416666666666667,1694.3100698573,282.385011642884,0.5464
"887",100,7,0.357142857142857,2412.57120292549,344.653028989355,0.683
"888",100,8,0.3125,2882.61338737503,360.326673421879,0.7614
"889",100,9,0.277777777777778,3465.67711530686,385.075235034095,0.8134
"890",100,10,0.25,3493.60301749693,349.360301749693,0.8537
"891",100,11,0.227272727272727,3567.75297320781,324.341179382528,0.8845
"892",100,12,0.208333333333333,4253.91711409065,354.493092840887,0.8965
"893",100,13,0.192307692307692,4305.29432911832,331.176486855255,0.9092
"894",100,14,0.178571428571429,4019.5319651769,287.109426084064,0.9213
"895",100,15,0.166666666666667,4351.84794467468,290.123196311645,0.9366
"896",100,16,0.15625,4307.53854029777,269.22115876861,0.9436
"897",100,17,0.147058823529412,4413.61559925326,259.624447014898,0.9514
"898",100,18,0.138888888888889,4325.26313652399,240.292396473555,0.9563
"899",100,19,0.131578947368421,4309.50208650601,226.81589928979,0.9591
"900",100,20,0.125,4201.04015611924,210.052007805962,0.9663
"901",2,1,2.5,61.605103937763,61.605103937763,0.033
"902",2,2,1.25,814.380652192785,407.190326096392,0.2208
"903",2,3,0.833333333333333,3651.9232552632,1217.3077517544,0.7051
"904",2,4,0.625,4436.37656860971,1109.09414215243,0.8463
"905",2,5,0.5,5527.8709079075,1105.5741815815,0.9223
"906",2,6,0.416666666666667,5201.91951678015,866.986586130025,0.9447
"907",2,7,0.357142857142857,5102.80601934091,728.972288477272,0.9602
"908",2,8,0.3125,5926.91509921795,740.864387402243,0.9729
"909",2,9,0.277777777777778,5385.78284209857,598.42031578873,0.9783
"910",2,10,0.25,5055.08333659902,505.508333659902,0.9825
"911",2,11,0.227272727272727,5205.10760820802,473.191600746183,0.9851
"912",2,12,0.208333333333333,5404.13616735212,450.344680612677,0.9884
"913",2,13,0.192307692307692,5335.56656892041,410.428197609262,0.9907
"914",2,14,0.178571428571429,5952.21482170852,425.158201550608,0.9905
"915",2,15,0.166666666666667,5288.00872183185,352.53391478879,0.9929
"916",2,16,0.15625,5544.12054014835,346.507533759272,0.9939
"917",2,17,0.147058823529412,5027.66816406653,295.74518612156,0.9943
"918",2,18,0.138888888888889,4926.33488478509,273.685271376949,0.9961
"919",2,19,0.131578947368421,6005.56414747553,316.082323551344,0.9956
"920",2,20,0.125,5402.61261857969,270.130630928985,0.9954
"921",4,1,2.5,13.8434567095821,13.8434567095821,0.0033
"922",4,2,1.25,182.57069503431,91.2853475171552,0.0779
"923",4,3,0.833333333333333,2339.7187251826,779.906241727534,0.5395
"924",4,4,0.625,3829.14984412214,957.287461030535,0.7569
"925",4,5,0.5,4385.93266113654,877.186532227308,0.8627
"926",4,6,0.416666666666667,4573.61258793701,762.268764656168,0.9164
"927",4,7,0.357142857142857,5045.73377684924,720.819110978462,0.9396
"928",4,8,0.3125,5500.87151777249,687.608939721561,0.9546
"929",4,9,0.277777777777778,5161.05121344443,573.450134827159,0.9669
"930",4,10,0.25,5825.74817718675,582.574817718675,0.9733
"931",4,11,0.227272727272727,5199.72151839992,472.701956218174,0.9791
"932",4,12,0.208333333333333,5127.05020183137,427.254183485948,0.9818
"933",4,13,0.192307692307692,4744.95709773031,364.996699825408,0.9827
"934",4,14,0.178571428571429,5389.82295901609,384.987354215435,0.9878
"935",4,15,0.166666666666667,5065.28995445534,337.685996963689,0.9868
"936",4,16,0.15625,5111.72239729171,319.482649830732,0.9893
"937",4,17,0.147058823529412,5011.04084187278,294.767108345457,0.9915
"938",4,18,0.138888888888889,5687.99249284357,315.999582935754,0.9923
"939",4,19,0.131578947368421,5506.83213270656,289.83327014245,0.9925
"940",4,20,0.125,5371.42659899508,268.571329949754,0.9939
"941",10,1,2.5,0,0,0
"942",10,2,1.25,13.2986865326521,6.64934326632604,0.0055
"943",10,3,0.833333333333333,916.401482337064,305.467160779021,0.2659
"944",10,4,0.625,2336.19356366524,584.048390916311,0.6063
"945",10,5,0.5,3688.18338199003,737.636676398006,0.7724
"946",10,6,0.416666666666667,4297.61992244073,716.269987073454,0.8556
"947",10,7,0.357142857142857,4463.55543927758,637.650777039655,0.903
"948",10,8,0.3125,4636.59191273279,579.573989091599,0.9241
"949",10,9,0.277777777777778,4881.90955065245,542.434394516938,0.9441
"950",10,10,0.25,4822.53780123843,482.253780123843,0.9556
"951",10,11,0.227272727272727,4989.92020141505,453.62910921955,0.964
"952",10,12,0.208333333333333,4987.76425001298,415.647020834415,0.9685
"953",10,13,0.192307692307692,4571.60008271338,351.661544824106,0.9737
"954",10,14,0.178571428571429,4742.48510807691,338.748936291208,0.9774
"955",10,15,0.166666666666667,4469.91367456525,297.994244971016,0.9792
"956",10,16,0.15625,5117.00996982867,319.813123114292,0.9827
"957",10,17,0.147058823529412,5138.63954811662,302.272914595096,0.9847
"958",10,18,0.138888888888889,4764.52094177166,264.695607876203,0.9855
"959",10,19,0.131578947368421,5001.56802824453,263.240422539186,0.9878
"960",10,20,0.125,5171.41427275333,258.570713637667,0.9897
"961",50,1,2.5,0,0,0
"962",50,2,1.25,0,0,0
"963",50,3,0.833333333333333,13.6342281363536,4.54474271211786,0.0085
"964",50,4,0.625,486.108119224543,121.527029806136,0.2158
"965",50,5,0.5,1660.75230282337,332.150460564673,0.5024
"966",50,6,0.416666666666667,2559.77353495077,426.628922491795,0.6752
"967",50,7,0.357142857142857,3343.04215020872,477.577450029817,0.7844
"968",50,8,0.3125,3505.1726429855,438.146580373187,0.8314
"969",50,9,0.277777777777778,4116.8678912531,457.429765694789,0.8665
"970",50,10,0.25,4413.16739985664,441.316739985664,0.8954
"971",50,11,0.227272727272727,3916.29576388784,356.026887626167,0.9135
"972",50,12,0.208333333333333,4430.56626767817,369.213855639848,0.9315
"973",50,13,0.192307692307692,4461.83603398651,343.218156460501,0.9406
"974",50,14,0.178571428571429,4183.61540659635,298.829671899739,0.9467
"975",50,15,0.166666666666667,4380.80913566564,292.05394237771,0.9528
"976",50,16,0.15625,3803.36293611103,237.71018350694,0.9587
"977",50,17,0.147058823529412,4355.20058285766,256.188269579862,0.9642
"978",50,18,0.138888888888889,4787.83805195258,265.991002886254,0.9711
"979",50,19,0.131578947368421,4372.95568306924,230.155562266802,0.9696
"980",50,20,0.125,4235.19635770989,211.759817885495,0.9746
"981",100,1,2.5,0,0,0
"982",100,2,1.25,0,0,0
"983",100,3,0.833333333333333,1.19103515152474,0.397011717174912,4e-04
"984",100,4,0.625,118.321280909237,29.5803202273092,0.0832
"985",100,5,0.5,869.450545169196,173.890109033839,0.3404
"986",100,6,0.416666666666667,1942.32053581026,323.720089301709,0.5628
"987",100,7,0.357142857142857,2422.26471375974,346.037816251391,0.6935
"988",100,8,0.3125,3103.75640837132,387.969551046414,0.7702
"989",100,9,0.277777777777778,3457.19062705873,384.132291895414,0.8266
"990",100,10,0.25,3550.55379876052,355.055379876052,0.849
"991",100,11,0.227272727272727,3846.52486320959,349.684078473599,0.8837
"992",100,12,0.208333333333333,3857.81088124007,321.484240103339,0.9021
"993",100,13,0.192307692307692,4263.33097102988,327.948536233068,0.9094
"994",100,14,0.178571428571429,4242.62636347733,303.044740248381,0.9263
"995",100,15,0.166666666666667,4529.85244653,301.990163102,0.9372
"996",100,16,0.15625,4289.69845413854,268.106153383659,0.9467
"997",100,17,0.147058823529412,4375.21779385285,257.36575257958,0.9496
"998",100,18,0.138888888888889,4400.69214132959,244.482896740533,0.9554
"999",100,19,0.131578947368421,4458.33260277462,234.649084356559,0.9608
"1000",100,20,0.125,4396.67413969356,219.833706984678,0.9651
